Date_ymd,Recorder,Richness_ID,Density_ID,Rep,Biomass_Type,Species_ID,Individual_ID,Biomass_g,Bag_type,Comments
2023-07-17,RC,M1,D2,O5,BM,OEBI ,-,11.6959,S,
2023-07-12,GX,M1,D1,A3,AB,CIAR,C01,0.049,E,
2023-07-12,GX,M1,D1,A3,AB,CIAR,C02,0.163,E,
2023-07-12,GX,M1,D1,A3,BM,CIAR,C02,0.1178,E,
2023-07-12,GX,M1,D1,A3,BM,CIAR,C03,0.0644,E,
2023-07-12,GX,M1,D1,A3,AB,CIAR,C03,0.2759,E,
2023-07-12,GX,M1,D1,A3,BM,CIAR,C04,0.0126,E,
2023-07-12,GX,M1,D1,A3,AB,CIAR,C04,0.0198,E,
2023-07-12,RC,M1,D1,A3,AB,CIAR,C05,1.7774,S,
2023-07-12,GX,M1,D1,A3,BM,CIAR,C05,0.6928,E,
2023-07-12,RC,M1,D1,A3,AB,CIAR,C06,0.5973,S,Added the sum of two bags (2024-04-23; GX)
2023-07-12,GX,M1,D1,A3,BM,CIAR,C06,0.4628,E,Added the sum of two bags (2024-04-23; GX)
2023-07-12,GX,M1,D1,A3,BM,CIAR,C07,0.0164,E,
2023-07-12,GX,M1,D1,A3,AB,CIAR,C07,0.0332,E,
2023-07-12,GX,M1,D1,A3,AB,CIAR,C08,0.0126,E,
2023-07-12,GX,M1,D1,A3,BM,CIAR,C08,0.0063,E,
2023-07-12,JD,M2,D1,2,BM,RUHI,-,0.1975,E,
2023-07-12,RC,M2,D1,2,AB,RUHI,-,1.0855,S,
2023-07-17,RC,M2,D1,3,BM,CIAR,-,4.2848,S,unsorted root biomass (RC)
2023-07-12,GX,M1,D1,R4,AB,CIAR,C01,0.404,E,
2023-07-17,JD,M2,D1,3,BM,CIAR,C01,0.0909,E,
2023-07-17,JD,M2,D1,3,AB,CIAR,C01,0.2178,E,
2023-07-17,JD,M2,D1,3,AB,CIAR,C02,0.2779,E,
2023-07-17,JD,M2,D1,3,BM,CIAR,C02,0.0565,E,
2023-07-12,GX,M1,D1,R4,AB,CIAR,C02,0.0013,E,
2023-07-12,GX,M1,D1,R4,BM,CIAR,C02,0.001,E,
2023-07-17,JD,M2,D1,3,AB,CIAR,C03,0.6187,E,
2023-07-17,JD,M2,D1,3,BM,CIAR,C03,0.0992,E,
2023-07-17,JD,M2,D1,3,AB,CIAR,C04,0.0907,E,
2023-07-17,JD,M2,D1,3,BM,CIAR,C04,1.4404,E,
2023-07-17,JD,M2,D1,3,AB,CIAR,C05,0.1251,E,
2023-07-17,JD,M2,D1,3,BM,CIAR,C05,0.0905,E,
2023-07-17,JD,M2,D1,3,AB,CIAR,C06,0.0959,-,Orginally labelled M2-D1-5 C6 AB but this was typo and relabelled into M2-D1-3 C6 AB (2024-04-22; GX)
-,-,M2,D1,3,BM,CIAR,C06,-,-,"This sample was likely placed into ""unsorted root biomass"" (2024-04-22; GX)"
2023-07-17,JD,M2,D1,3,BM,CIAR,C07,0.4097,E,
2023-07-17,JD,M2,D1,3,AB,CIAR,C07,0.4864,E,
2023-07-17,JD,M2,D1,3,BM,CIAR,C08,0.3916,E,
2023-07-17,GX,M2,D1,3,AB,CIAR,C08,3.2004,E,
2023-07-17,RC,M2,D1,3,AB,ANGE,-,3.3862,S,
2023-07-17,GX,M2,D1,3,BM,ANGE,-,5.7915,S,
2023-07-17,JD,M2,D1,3,BM,CIAR,C09,0.0572,E,
2023-07-12,JD,M2,D1,5,AB,HEHE,-,0.6768,E,
2023-07-12,JD,M2,D1,5,BM,HEHE,-,0.4013,E,
2023-07-12,RC,M2,D1,5,BM,MOFI,-,4.8845,S,
2023-07-12,RC,M2,D1,5,AB,MOFI,-,2.4444,S,
2023-07-12,RC,M2,D1,5,BM,CIAR,-,2.3057,S,unsorted root biomass (RC)
2023-07-12,GX,M2,D1,5,BM,CIAR,C01,0.1447,E,
2023-07-12,GX,M2,D1,5,AB,CIAR,C01,0.216,E,
2023-07-12,GX,M2,D1,5,AB,CIAR,C02,0.0055,E,
2023-07-12,GX,M1,D1,R4,BM,CIAR,C01,0.368,E,
2023-07-12,GX,M2,D1,5,BM,CIAR,C02,0.0011,E,
2023-07-12,GX,M2,D1,5,AB,CIAR,C03,0.0128,E,
2023-07-12,GX,M2,D1,5,BM,CIAR,C03,0.0051,E,
2023-07-12,GX,M2,D1,5,BM,CIAR,C04,0.0027,E,
2023-07-12,GX,M2,D1,5,AB,CIAR,C04,0.0082,E,
2023-07-12,GX,M2,D1,5,AB,CIAR,C05,0.365,E,
2023-07-12,GX,M2,D1,5,BM,CIAR,C05,0.0859,E,
2023-07-17,JD,M2,D1,5,AB,CIAR,C06,0.0959,E,
2023-07-17,JD,M2,D1,5,BM,CIAR,C06,0.0751,E,
2023-07-12,GX,M2,D1,5,AB,CIAR,C07,0.2583,E,
2023-07-12,GX,M2,D1,5,BM,CIAR,C07,0.0757,E,
2023-07-18,JD,M1,D2,M3,AB,CIAR,C01,0.0633,E,
2023-07-11,JD,M4,D1,3,BM,ANGE,-,0.0911,E,
2023-07-18,JD,M1,D2,M3,BM,CIAR,C01,0.0036,E,
2023-07-18,JD,M1,D2,M3,BM,CIAR,C02,0.0096,E,
2023-07-11,JD,M4,D1,3,AB,ANGE,-,0.0546,E,
2023-07-11,JD,M4,D1,3,BM,MOFI,-,0.1249,E,
2023-07-11,RC,M4,D1,3,AB,MOFI,-,0.4742,S,
2023-07-11,RC,M4,D1,3,BM,OEBI,-,2.0975,S,
2023-07-11,RC,M4,D1,3,AB,OEBI,-,6.524,S,
2023-07-11,JD,M4,D1,3,BM,RUHI,-,0.0691,E,
2023-07-11,JD,M4,D1,3,AB,RUHI,-,0.1414,E,
2023-07-11,JD,M4,D1,4,BM,ANGE,-,0.5831,E,
2023-07-11,JD,M4,D1,4,AB,ANGE,-,0.2112,E,
2023-07-11,JD,M4,D1,4,BM,RUHI,-,0.0736,E,
2023-07-11,JD,M4,D1,4,AB,RUHI,-,0.1341,E,
2023-07-11,JD,M4,D1,4,AB,CIAR,C01,0.0119,E,
2023-07-11,JD,M4,D1,4,BM,CIAR,C01,0.0071,E,
2023-07-17,JD,M4,D1,5,BM,RUHI,-,0.6456,E,
2023-07-17,JD,M4,D1,5,AB,HEHE,-,0.0087,E,
2023-07-17,JD,M4,D1,5,BM,HEHE,-,0.0074,E,
2023-07-11,RC,M4,D1,5,AB,OEBI,-,6.5462,S,
2023-07-11,RC,M4,D1,5,BM,OEBI,-,4.6871,S,
2023-07-17,GX,M4,D1,5,AB,RUHI,-,1.4669,S,
2023-07-17,GX,M1,D1,A4,BM,CIAR,C07,0.6206,E,
2023-07-17,GX,M1,D1,A4,AB,CIAR,C07,0.4033,E,
2023-07-17,RC,M1,D1,A4,AB,CIAR,C08,1.5761,S,
2023-07-17,GX,M4,D1,5,AB,MOFI,-,0.2147,E,
2023-07-17,RC,M1,D1,A4,BM,CIAR,C08,1.0639,S,
2023-07-11,JD,M1,D1,A5,BM,CIAR,C07,0.1752,E,
2023-07-17,GX,M1,D1,A4,AB,CIAR,C09,0.0091,E,
2023-07-17,GX,M1,D1,A4,BM,CIAR,C09,0.0076,E,
2023-07-11,RC,M1,D1,A5,AB,CIAR,C07,0.9824,S,
2023-07-17,GX,M4,D1,5,BM,MOFI,-,0.5804,E,
2023-07-17,JD,M4,D1,5,AB,CIAR,C01,0.0138,E,
2023-07-17,JD,M4,D1,5,BM,CIAR,C01,-,E,Sample is too small to measure using the Mettler Toledo scale (JD)
2023-07-17,JD,M4,D1,5,AB,CIAR,C02,0.0361,E,
2023-07-21,JD,M4,D2,5,BM,RUHI,-,0.0367,S,
2023-07-18,JD,M1,D2,M3,AB,CIAR,C02,0.0757,E,
2023-07-18,JD,M1,D2,M3,BM,CIAR,C03,0.0079,E,
2023-07-18,JD,M1,D2,M3,AB,CIAR,C03,0.0034,E,
2023-07-18,JD,M1,D2,M3,AB,CIAR,C04,0.0146,E,
2023-07-18,JD,M1,D2,M3,BM,CIAR,C04,0.01,E,
2023-07-18,JD,M1,D2,M3,AB,CIAR,C05,0.2616,E,
2023-07-18,JD,M1,D2,M3,AB,CIAR,C06,0.1561,E,
2023-07-18,JD,M1,D2,M3,BM,CIAR,C06,0.0595,E,
2023-07-12,GX,M1,D1,A3,AB,CIAR,C09,0.0025,E,
2023-07-18,JD,M1,D2,M3,BM,CIAR,C07,0.0197,E,
2023-07-21,JD,M2,D2,4,AB,CIAR,C02,0.0228,E,Individual 2 (JD)
2023-07-21,JD,M2,D2,4,BM,CIAR,C03,0.0041,E,Individual 3 (JD)
2023-07-21,JD,M2,D2,4,AB,CIAR,C03,0.0073,E,Individual 3 (JD)
2023-07-18,JD,M1,D2,M3,AB,CIAR,C07,0.0854,E,
2023-07-18,JD,M1,D2,M3,BM,CIAR,C08,0.0231,E,
2023-07-18,JD,M1,D2,M3,AB,CIAR,C08,0.0216,E,
2023-07-18,JD,M1,D2,M3,AB,CIAR,C09,0.0249,E,
2023-07-18,JD,M1,D2,M3,BM,CIAR,C09,0.0122,E,
2023-07-17,JD,M1,D2,M4,BM,CIAR,C01,0.0067,E,Individual 1 (JD)
2023-07-17,JD,M1,D2,M4,AB,CIAR,C01,0.0312,E,Individual 1 (JD)
2023-07-17,JD,M1,D2,M4,AB,CIAR,C02,0.0322,E,Individual 2 (JD)
2023-07-21,RC,M2,D2,5,BM,CIAR,-,1.587,S,unsorted root biomass (RC)
2023-07-20,JD,M1,D3,R5,BM,CIAR,-,0.4129,E,Unsorted roots (JD)
2023-07-21,JD,M2,D2,5,BM,RUHI,-,1.4015,E,
2023-07-12,GX,M1,D1,A3,BM,CIAR,C09,0.0049,E,
2023-07-21,JD,M2,D2,5,AB,RUHI,-,1.9764,S,
2023-07-17,JD,M1,D2,M4,BM,CIAR,C02,0.0123,E,Individual 2 (JD)
2023-07-21,JD,M2,D2,5,BM,ANGE,-,3.6499,S,
2023-07-17,JD,M1,D2,M4,BM,CIAR,C03,0.0063,E,Individual 3 (JD)
2023-07-21,JD,M2,D2,5,AB,ANGE,-,1.7903,S,
-,-,M1,D3,R5,BM,CIAR,C01,-,-,"This individual root sample was likely placed in the ""unsorted root biomas"" sample (2024-04-22; GX)"
2023-07-20,JD,M1,D3,R5,AB,CIAR,C01,0.3955,E,
2023-07-17,JD,M1,D2,M4,AB,CIAR,C03,0.0071,E,Individual 3 (JD)
2023-07-21,JD,M2,D2,5,AB,CIAR,C01,0.0084,E,
2023-07-17,JD,M4,D1,5,BM,CIAR,C02,0.0232,E,
2023-07-17,GX,M4,D1,5,BM,CIAR,C03,0.0071,E,
2023-07-18,JD,M1,D2,M5,AB,CIAR,C01,0.0033,E,Individual 1 (JD)
2023-07-17,GX,M4,D1,5,AB,CIAR,C03,0.0048,E,
2023-07-18,JD,M1,D2,M5,BM,CIAR,C01,0.0017,E,Individual 1 (JD)
2023-07-17,GX,M4,D1,5,BM,CIAR,C04,0.013,E,
2023-07-17,GX,M4,D1,5,AB,CIAR,C04,0.0624,E,
2023-07-18,JD,M1,D2,M5,AB,CIAR,C02,0.0217,E,Individual 2 (JD)
2023-07-18,JD,M1,D2,M5,BM,CIAR,C02,0.0025,E,Individual 2 (JD)
2023-07-17,GX,M4,D1,5,AB,CIAR,C05,0.4647,E,
2023-07-18,JD,M1,D2,M5,BM,CIAR,C03,0.0014,E,Individual 3 (JD)
2023-07-18,JD,M1,D2,M5,AB,CIAR,C03,0.0045,E,Individual 3 (JD)
2023-07-17,GX,M4,D1,5,BM,CIAR,C05,0.0732,E,
2023-07-20,JD,M1,D3,R5,BM,CIAR,C02,0.0311,E,
2023-07-17,GX,M4,D1,5,BM,CIAR,C06,0.0048,E,
2023-07-17,GX,M4,D1,5,AB,CIAR,C06,0.0092,E,
2023-07-17,RC,M4,D1,5,BM,CIAR,C07,1.9459,S,Could be C07 - double check the bag (GX)
2023-07-17,RC,M4,D1,5,AB,CIAR,C07,0.8902,S,Added the sum of two samples (bag + envelopes)
2023-07-17,JD,M1,D2,O1,AB,CIAR,C01,0.0352,E,Individual 1 (JD)
2023-07-17,JD,M1,D2,O1,BM,CIAR,C01,0.009,E,Individual 1 (JD)
2023-07-17,JD,M1,D2,O1,AB,CIAR,C02,0.0876,E,Individual 2 (JD)
2023-07-21,JD,M2,D2,5,BM,CIAR,C01,0.0323,E,
2023-07-20,JD,M1,D3,R5,AB,CIAR,C02,0.1148,E,
2023-07-17,JD,M1,D2,O1,BM,CIAR,C02,0.0125,E,Individual 2 (JD)
2023-07-20,JD,M1,D3,R5,BM,CIAR,C03,0.0369,E,
2023-07-21,JD,M4,D2,5,AB,RUHI,-,0.1003,S,
2023-07-20,JD,M1,D3,R5,AB,CIAR,C03,0.0272,E,
2023-07-20,JD,M1,D3,R5,BM,CIAR,C04,0.0513,E,
2023-07-20,JD,M1,D3,R5,AB,CIAR,C04,0.0301,E,
2023-07-20,JD,M1,D3,R5,AB,CIAR,C05,0.0126,E,
2023-07-17,JD,M1,D2,O1,BM,CIAR,C03,0.0107,E,Individual 3 (JD)
2023-07-17,JD,M1,D2,O1,AB,CIAR,C03,0.0101,E,Individual 3 (JD)
2023-07-17,JD,M1,D2,O1,AB,CIAR,C04,0.0099,E,Individual 4 (JD)
2023-07-17,JD,M1,D2,O1,BM,CIAR,C04,0.0076,E,Individual 4 (JD)
2023-07-17,JD,M1,D2,O1,AB,CIAR,C05,0.0072,E,Individual 5 (JD)
2023-07-17,JD,M1,D2,O1,BM,CIAR,C05,0.0046,E,Individual 5 (JD)
2023-07-17,JD,M1,D2,O1,AB,CIAR,C06,0.0007,E,Individual 6 (JD)
2023-07-17,JD,M1,D2,O1,BM,CIAR,C06,0.0047,E,Individual 6 (JD)
2023-07-17,JD,M1,D2,O2,AB,CIAR,C01,0.087,E,
2023-07-17,JD,M1,D2,O2,BM,CIAR,C01,0.058,E,
2023-07-17,JD,M1,D2,O2,AB,CIAR,C02,0.0521,E,
2023-07-17,JD,M1,D2,O2,BM,CIAR,C02,0.0538,E,
2023-07-17,JD,M1,D2,O2,AB,CIAR,C03,0.0591,E,
2023-07-17,JD,M1,D2,O2,BM,CIAR,C03,0.0687,E,
2023-07-17,JD,M1,D2,O2,AB,CIAR,C04,0.0621,E,
2023-07-17,JD,M1,D2,O2,BM,CIAR,C04,0.0015,E,
2023-07-17,JD,M1,D2,O2,AB,CIAR,C05,0.0572,E,
2023-07-17,JD,M1,D2,O2,BM,CIAR,C05,0.0023,E,
2023-07-21,JD,M4,D3,5,BM,RUHI,-,0.5684,S,
2023-07-21,JD,M4,D3,5,BM,CIAR,-,0.3889,S,Unsorted root biomass (JD)
2023-07-21,JD,M4,D3,5,AB,RUHI,-,2.3414,S,
2023-07-21,JD,M4,D3,5,AB,CIAR,C01,0.0129,E,
2023-07-18,JD,M1,D3,A5,BM,CIAR,-,0.9523,E,Unsorted roots (JD)
2023-07-21,JD,M4,D3,5,BM,CIAR,C01,0.0134,E,
2023-07-21,JD,M4,D3,5,BM,CIAR,C02,0.0412,E,
2023-07-21,JD,M2,D2,5,BM,CIAR,C02,0.0045,E,
2023-07-21,JD,M2,D2,5,AB,CIAR,C02,0.0071,E,
2023-07-21,JD,M2,D2,5,BM,CIAR,C03,0.2311,S,
2023-07-21,JD,M2,D2,5,AB,CIAR,C03,2.8208,S,
2023-07-21,JD,M2,D2,5,BM,CIAR,C04,0.0044,E,
2023-07-21,JD,M2,D2,5,AB,CIAR,C04,0.0136,E,
2023-07-21,JD,M2,D2,5,BM,CIAR,C05,0.0326,E,
2023-07-21,JD,M2,D2,5,AB,CIAR,C05,0.0721,E,
2023-07-21,JD,M2,D2,5,BM,CIAR,C06,0.1182,E,
2023-07-18,JD,M1,D3,A5,BM,CIAR,C01,0.0063,E,
2023-07-18,JD,M1,D3,A5,AB,CIAR,C01,0.0067,E,
2023-07-18,JD,M1,D3,A5,BM,CIAR,C02,0.0615,E,
2023-07-18,JD,M1,D3,A5,AB,CIAR,C02,0.4437,E,
2023-07-18,JD,M1,D3,A5,AB,CIAR,C03,0.0819,E,
2023-07-18,JD,M1,D3,A5,BM,CIAR,C03,0.0131,E,
2023-07-18,JD,M1,D3,A5,AB,CIAR,C04,0.0723,E,
2023-07-18,JD,M1,D3,A5,BM,CIAR,C04,0.0096,E,
2023-07-17,JD,M1,D2,O2,BM,CIAR,C06,0.0041,E,
2023-07-17,JD,M1,D2,O2,AB,CIAR,C06,0.005,E,
2023-07-17,JD,M1,D2,O3,AB,CIAR,C01,0.0166,E,
2023-07-17,JD,M1,D2,O3,BM,CIAR,C01,0.0021,E,
2023-07-17,JD,M1,D2,O3,AB,CIAR,C02,0.0054,E,
2023-07-17,JD,M1,D2,O3,BM,CIAR,C02,0.0089,E,
2023-07-17,JD,M1,D2,O3,AB,CIAR,C03,0.0049,E,
2023-07-17,JD,M1,D2,O3,AB,CIAR,C04,0.0059,E,
2023-07-17,JD,M1,D2,O3,BM,CIAR,C04,0.0173,E,
2023-07-17,JD,M1,D2,O5,AB,CIAR,C01,0.0261,E,
2023-07-17,JD,M1,D2,O5,BM,CIAR,C01,0.0257,E,
2023-07-17,JD,M1,D2,O5,AB,CIAR,C01,0.0029,E,
2023-07-17,JD,M1,D2,O5,AB,CIAR,C02,0.0208,E,
2023-07-17,JD,M1,D2,O5,BM,CIAR,C02,0.0333,E,
2023-07-17,JD,M1,D3,O1,BM,CIAR,C02,0.0047,E,
2023-07-17,JD,M1,D3,O1,AB,CIAR,C02,0.0335,E,
2023-07-17,JD,M1,D3,O1,BM,CIAR,C03,0.0043,E,
2023-07-17,JD,M1,D3,O1,AB,CIAR,C03,0.0149,E,
2023-07-17,JD,M1,D3,O1,AB,CIAR,C04,0.0046,E,
2023-07-17,JD,M1,D3,O1,BM,CIAR,C04,0.0059,E,
2023-07-17,JD,M1,D3,O1,BM,CIAR,C05,0.0089,E,
2023-07-17,JD,M1,D3,O1,AB,CIAR,C05,0.0054,E,
2023-07-17,JD,M1,D2,O5,BM,CIAR,C02,0.0028,E,
2023-07-17,JD,M1,D2,O5,AB,CIAR,C03,0.0195,E,
2023-07-17,JD,M1,D2,O5,BM,CIAR,C03,0.0218,E,
2023-07-17,JD,M1,D2,O5,BM,CIAR,C04,0.0424,E,
2023-07-17,JD,M1,D2,O5,AB,CIAR,C04,0.0234,E,
2023-07-18,RC,M1,D3,R2,BM,CIAR,C02,0.0029,E,
2023-07-11,JD,M1,D1,R2,AB,CIAR,C03,0.4384,E,
2023-07-17,JD,M1,D2,R2,BM,CIAR,C03,0.0245,E,Individual 3 (JD)
2023-07-17,JD,M1,D2,R2,AB,CIAR,C03,0.0929,E,Individual 3 (JD)
2023-07-20,RC,M1,D3,R2,AB,CIAR,C03,0.0013,E,
2023-07-20,RC,M1,D3,R2,BM,CIAR,C03,0.0062,E,
2023-07-14,RC,M1,D2,R3,AB,CIAR,C01,0.0009,E,
-,-,M1,D2,R3,BM,CIAR,C01,-,-,Double-checked the physical envelopes; likely missing (but a minor concern)
2023-07-14,RC,M1,D2,R3,BM,CIAR,C02,0.0035,E,
2023-07-14,RC,M1,D2,R3,AB,CIAR,C02,0.0098,E,
2023-07-14,RC,M1,D2,R3,AB,CIAR,C03,0.0051,E,
2023-07-19,JD,M1,D2,R4,AB,CIAR,C01,0.1918,E,Individual 1 (JD)
2023-07-19,JD,M1,D2,R4,BM,CIAR,C01,0.0966,E,Individual 1 (JD)
2023-07-19,JD,M1,D2,R4,BM,CIAR,C02,0.0569,E,Individual 2 (JD)
2023-07-19,JD,M1,D2,R4,AB,CIAR,C02,0.0586,E,Individual 2 (JD)
2023-07-19,JD,M1,D2,R4,AB,CIAR,C03,0.0071,E,Individual 3 (JD)
2023-07-19,JD,M1,D2,R4,BM,CIAR,C03,0.0086,E,Individual 3 (JD)
2023-07-20,JD,M1,D2,R5,BM,CIAR,C01,0.1387,E,Individual 1 (JD)
2023-07-20,JD,M1,D2,R5,AB,CIAR,C01,0.1295,E,Individual 1 (JD)
2023-07-20,JD,M1,D2,R5,BM,CIAR,C02,0.0096,E,Individual 2 (JD)
2023-07-20,JD,M1,D2,R5,AB,CIAR,C02,0.0239,E,Individual 2 (JD)
2023-07-20,JD,M1,D2,R5,BM,CIAR,C03,0.0014,E,Individual 3 (JD)
2023-07-20,JD,M1,D2,R5,AB,CIAR,C03,0.0057,E,Individual 3 (JD)
2023-07-20,JD,M1,D2,R5,AB,CIAR,C04,0.0048,E,Individual 4 (JD)
2023-07-20,JD,M1,D2,R5,BM,CIAR,C04,0.0023,E,Individual 4 (JD)
2023-07-20,JD,M1,D2,R5,AB,CIAR,C05,0.0125,E,Individual 5 (JD)
2023-07-21,JD,M4,D3,5,AB,CIAR,C02,0.2299,E,
2023-07-20,JD,M1,D2,R5,BM,CIAR,C05,0.0259,E,Individual 5 (JD)
2023-07-20,JD,M1,D2,R5,BM,CIAR,C06,0.0019,E,Individual 6 (JD)
2023-07-20,JD,M1,D2,R5,AB,CIAR,C06,0.0054,E,Individual 6 (JD)
2023-07-21,JD,M2,D2,5,AB,CIAR,C06,0.0564,E,
2023-07-21,JD,M4,D3,5,AB,CIAR,C03,0.0199,E,
2023-07-21,JD,M4,D3,5,BM,CIAR,C03,0.0112,E,
-,-,M1,D3,M5,BM,CIAR,C01,-,-,Missing simple? (a minor concern since I will likely exclude from root biomass)
2023-07-19,JD,M1,D3,M5,AB,CIAR,C01,0.0285,E,
2023-07-19,JD,M1,D3,M5,AB,CIAR,C02,0.012,E,
2023-07-21,JD,M4,D3,5,BM,CIAR,C04,0.0114,E,
2023-07-21,JD,M4,D3,5,AB,CIAR,C04,0.0153,E,
2023-07-21,JD,M4,D3,5,BM,CIAR,C05,0.0164,E,
2023-07-21,JD,M4,D3,5,AB,CIAR,C05,0.0189,E,
2023-07-21,JD,M4,D3,5,AB,CIAR,C06,0.0195,E,
2023-07-21,JD,M4,D3,5,BM,CIAR,C06,0.0122,E,
2023-07-21,JD,M4,D3,5,BM,CIAR,C07,0.0104,E,
2023-07-21,JD,M4,D3,5,AB,CIAR,C07,0.0247,E,
2023-07-17,GX,M4,D1,5,AB,CIAR,C08,0.1567,E,
2023-07-17,GX,M4,D1,5,BM,CIAR,C08,0.0228,E,
2023-07-17,GX,M4,D1,5,AB,CIAR,C09,0.0113,E,
2023-07-17,GX,M4,D1,5,BM,CIAR,C09,0.0004,E,
2023-07-06,JD,M1,D2,A5,AB,CIAR,C01,0.041,E,
2023-07-06,RC,M1,D3,H1,BM,CIAR,C02,0.043,E,added values from a separate datasheet (GX)
2023-07-06,RC,M1,D2,H1,AB,CIAR,C03,0.625,S,
2023-07-06,RC,M1,D3,H4,BM,CIAR,C01,0.05,E,Could be one of the duplicate envelopes (M1-D3-H1)?
2023-07-05,RC,M1,D1,H3,AB,CIAR,C02,0.9032,S,
2023-07-05,JD,M1,D1,H3,BM,CIAR,C02,0.578,E,
2023-07-06,RC,M1,D1,H3,AB,CIAR,C03,0.7777,S,
2023-07-05,RC,M1,D1,H5,AB,HEHE,-,0.0092,E,Double-checked physical samples and added it here (2024-04-15; GX)
2023-07-05,JD,M1,D1,H5,AB,CIAR,C01,0.116,E,
2023-07-05,JD,M1,D1,H5,BM,CIAR,C01,-,-,"This sample was likely placed in the ""unsorted root biomass"" (GX)"
2023-07-05,JD,M1,D1,H5,AB,CIAR,C02,0.0294,E,
2023-07-05,JD,M1,D1,H5,BM,CIAR,C02,0.03,E,
2023-07-05,RC,M1,D1,H5,AB,CIAR,C03,0.8672,S,
2023-07-05,JD,M1,D1,H5,BM,CIAR,C03,0.146,E,
2023-07-05,JD,M1,D1,H5,AB,CIAR,C04,0.4978,E,
2023-07-05,JD,M1,D1,H5,BM,CIAR,C04,0.9769,E,
2023-07-05,-,M1,D1,H5,AB,CIAR,C05,-,-,Missing sample? Triple-check (2024-04-19)
2023-07-06,JD,M1,D1,A2,AB,CIAR,C01,0.1448,E,Double-checked the physical envelopes and added it here (2024-04-19)
2023-07-06,JD,M1,D1,A2,BM,CIAR,C01,0.0326,E,Double-checked the physical envelopes and added it here (2024-04-19)
-,-,M1,D1,A2,AB,CIAR,C02,-,-,Missing sample? (2024-04-23; GX)
2023-07-06,RC,M1,D1,A2,BM,CIAR,C02,0.0095,E,Double-checked physical samples and added it here (2024-04-15; GX)
2023-07-05,JD,M1,D1,H1,AB,CIAR,C03,0.104,E,Double-checked physical samples and added it here (2024-04-15; GX)
2023-07-06,RC,M1,D3,H5,AB,CIAR,C01,0.1184,E,added values from a separate datasheet (GX)
2023-07-05,JD,M1,D1,H1,BM,CIAR,C03,0.0387,E,Double-checked physical samples and added it here (2024-04-15; GX)
2023-07-06,RC,M1,D1,H4,BM,CIAR,C02,0.0029,E,added values from a separate datasheet (GX)
2023-07-06,JD,M1,D3,H5,BM,CIAR,C01,0.0398,E,Double-check the physical envelopes and added it here (2024-04-22)
2023-07-06,RC,M1,D3,H5,AB,CIAR,C02,0.0029,E,
2023-07-06,JD,M1,D2,H1,BM,CIAR,C03,0.338,E,
2023-07-06,JD,M1,D3,H1,AB,CIAR,C03,0.3769,E,Double-checked the physical envelopes and added it here (2024-04-22)
2023-07-06,JD,M1,D2,A5,BM,CIAR,C01,0.012,E,
2023-07-06,JD,M1,D3,H1,BM,CIAR,C03,0.1446,E,Double-checked the physical envelopes and added it here (2024-04-22)
2023-07-06,JD,M1,D2,H1,AB,CIAR,C04,0.0602,E,Double-checked physical envelopes and added it here (2024-04-19)
2023-07-06,JD,M1,D2,A5,AB,CIAR,C02,0.383,E,
2023-07-05,JD,M1,D1,A1,BM,CIAR,C03,0.5415,E,Double-checked physical samples and added it here (2024-04-19)
2023-07-06,JD,M1,D1,A1,AB,CIAR,C04,0.1335,E,Double-checked physical samples and added it here (2024-04-19)
2023-07-06,JD,M1,D1,A1,BM,CIAR,C04,0.371,E,
2023-07-06,RC,M1,D1,H4,AB,CIAR,C03,3.2865,S,
2023-07-06,RC,M1,D1,H4,BM,CIAR,C03,2.4685,S,
-,-,M1,D1,H4,AB,CIAR,C04,-,-,Missing sample? Triple-check (2024-04-19)
-,-,M1,D1,H4,BM,CIAR,C04,-,-,Missing sample? A minor concern since I will likely exclude root biomass from the analysis (2024-04-23; GX)
2023-07-06,JD,M1,D1,H4,AB,CIAR,C05,0.0166,E,Double-checked the physical samples and added it here (2024-04-19)
2023-07-06,JD,M1,D2,A5,BM,CIAR,C02,0.0899,E,Double-checked the physical envelopes and added it here (2024-04-19)
2023-07-06,JD,M1,D2,A5,AB,CIAR,C03,0.2579,E,Double-checked the physical envelopes and added it here (2024-04-19)
2023-07-06,JD,M1,D2,A5,BM,CIAR,C03,0.013,E,Double-checked the physical envelopes and added it here (2024-04-19)
2023-07-06,JD,M1,D2,A5,AB,CIAR,C04,0.1031,E,Double-checked the physical envelopes and added it here (2024-04-19)
2023-07-06,JD,M1,D2,A5,BM,CIAR,C04,0.028,E,
2023-07-06,JD,M1,D2,A5,AB,CIAR,C05,0.0278,E,Double-checked the physical envelopes and added it here (2024-04-19)
2023-07-06,JD,M1,D2,A5,BM,CIAR,C05,0.0111,E,Double-checked the physical envelopes and added it here (2024-04-19)
2023-07-06,JD,M1,D2,A5,BM,CIAR,C06,0.006,E,Double-checked the physical envelopes and added it here (2024-04-19)
2023-07-06,JD,M1,D2,H1,BM,CIAR,C04,0.047,E,
2023-07-05,RC,M1,D1,H1,AB,CIAR,C04,1.006,S,
2023-07-06,JD,M1,D3,H1,AB,CIAR,C04,0.0655,E,Double-checked the physical envelopes and added it here (2024-04-22)
2023-07-06,JD,M1,D3,H1,BM,CIAR,C04,0.018,E,
2023-07-05,JD,M1,D1,H5,BM,CIAR,C05,0.0097,E,Double-checked physical samples and added it here (2024-04-19)
